,Item_ID,Weight,FatContent,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type,Predicted_Sales
3132,FDE26,12.35,Low_Fat,0.088574755,Canned,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3788.5566652954794
3133,FDU52,7.56,Low_Fat,0.06387000799999999,Frozen Foods,154.563,OUT049,1999,Medium,Tier 1,Supermarket Type1,2589.2789795944354
3134,FDE41,12.35,Regular,0.063704181,Frozen Foods,83.6566,OUT027,1985,Medium,Tier 3,Supermarket Type3,2764.5061141471797
3135,FDU38,10.8,Low_Fat,0.08288617,Dairy,189.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2679.680350383107
3137,FDW46,13.0,Regular,0.070301658,Snack Foods,65.5484,OUT046,1997,Small,Tier 1,Supermarket Type1,1029.139192007594
3138,DRI59,9.5,Low_Fat,0.0,Hard Drinks,225.0088,OUT035,2004,Small,Tier 2,Supermarket Type1,3694.894195951524
3139,FDT38,18.7,Low_Fat,0.057526565,Dairy,85.2566,OUT035,2004,Small,Tier 2,Supermarket Type1,1337.2985815994552
3140,FDL33,7.235,Low_Fat,0.100369729,Snack Foods,196.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,2884.746849524984
3141,FDQ01,12.35,Regular,0.159923438,Canned,253.0014,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.0437704786345
3142,FDJ08,11.1,Low_Fat,0.110672104,Fruits and Vegetables,191.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,3102.1076707529155
3143,FDQ47,7.155,Regular,0.168447861,Breads,35.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,674.9321589671308
3144,NCZ18,7.825,Low_Fat,0.185913021,Household,252.4698,OUT013,1987,High,Tier 3,Supermarket Type1,3996.2573620958246
3146,FDF10,12.35,Regular,0.156168446,Snack Foods,146.7418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.6997242643447
3147,FDC48,9.195,Low_Fat,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1471.8758199461245
3148,FDY58,11.65,Low_Fat,0.039885362,Snack Foods,228.9694,OUT013,1987,High,Tier 3,Supermarket Type1,3693.269251836343
3150,FDV11,9.1,Regular,0.081599833,Breads,176.8054,OUT013,1987,High,Tier 3,Supermarket Type1,2872.9731778884925
3151,FDT46,11.35,Low_Fat,0.030807134,Snack Foods,49.4008,OUT046,1997,Small,Tier 1,Supermarket Type1,788.7313267849904
3152,DRD01,12.35,Regular,0.107110465,Soft Drinks,55.6614,OUT019,1985,Small,Tier 1,Grocery Store,-1080.4055567587166
3153,FDQ11,5.695,Regular,0.06764458599999999,Breads,256.5988,OUT013,1987,High,Tier 3,Supermarket Type1,4185.8885751264115
3155,NCC55,10.695,Low_Fat,0.063710075,Household,36.4848,OUT013,1987,High,Tier 3,Supermarket Type1,543.5593574320174
3156,FDG45,12.35,Low_Fat,0.127416049,Fruits and Vegetables,214.2902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.151247789642
3157,NCQ54,17.7,Low_Fat,0.0,Household,167.7474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2736.802872525688
3159,FDD17,12.35,Low_Fat,0.057125581,Frozen Foods,237.8906,OUT019,1985,Small,Tier 1,Grocery Store,1902.723464583666
3160,FDN38,12.35,Regular,0.091526478,Canned,250.0408,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.7800823409325
3161,FDB53,13.35,Low_Fat,0.0,Frozen Foods,148.4392,OUT018,2009,Medium,Tier 3,Supermarket Type2,2087.904767016107
3162,NCL06,14.65,Low_Fat,0.072053007,Household,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,4246.0960221038695
3163,NCV18,12.35,Low_Fat,0.184271924,Household,82.725,OUT019,1985,Small,Tier 1,Grocery Store,-675.3135497417024
3164,FDX25,16.7,Low_Fat,0.0,Canned,182.4292,OUT013,1987,High,Tier 3,Supermarket Type1,2953.766351786142
3165,FDB39,11.6,Low_Fat,0.038518959,Dairy,55.3272,OUT046,1997,Small,Tier 1,Supermarket Type1,802.7115822133501
3166,FDC33,8.96,Regular,0.06904552,Fruits and Vegetables,197.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3347.11464552679
3167,NCO14,9.6,Low_Fat,0.029764629,Household,44.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,395.14796574948195
3168,FDA58,12.35,Low_Fat,0.103248816,Snack Foods,237.3932,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.187827683963
3171,FDN52,9.395,Regular,0.131569883,Frozen Foods,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1375.7326384750668
3172,FDG26,18.85,Low_Fat,0.042649853,Canned,256.633,OUT046,1997,Small,Tier 1,Supermarket Type1,4105.580930051565
3173,FDE23,12.35,Regular,0.052923474000000005,Starchy Foods,46.706,OUT027,1985,Medium,Tier 3,Supermarket Type3,2140.421311488836
3174,DRI37,15.85,Low_Fat,0.107508339,Soft Drinks,59.1904,OUT013,1987,High,Tier 3,Supermarket Type1,856.6972992496112
3175,DRH37,17.6,Low_Fat,0.041785884,Soft Drinks,166.0526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2298.169783870394
3176,FDO01,21.1,Regular,0.020714738,Breakfast,127.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,2263.0997004505552
3177,FDK45,11.65,Low_Fat,0.033910827000000004,Seafood,113.886,OUT049,1999,Medium,Tier 1,Supermarket Type1,2053.50098374946
3178,FDP23,6.71,Low_Fat,0.035642187,Breads,217.6166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.50575376947
3179,FDM33,15.6,Low_Fat,0.087703106,Snack Foods,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,3595.5227911721804
3184,NCL42,18.85,Low_Fat,0.040363971,Household,244.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,3936.6504000228724
3185,DRJ24,11.8,Low_Fat,0.113329224,Soft Drinks,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,2907.4673958145186
3186,FDV38,19.25,Low_Fat,0.101773845,Dairy,52.8956,OUT046,1997,Small,Tier 1,Supermarket Type1,691.7844418996747
3190,NCP43,17.75,Low_Fat,0.030481663,Others,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,2842.758620859182
3192,FDW04,8.985,Regular,0.058062665,Frozen Foods,130.83100000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1814.038188902844
3193,NCC31,8.02,Low_Fat,0.019870463,Household,154.9972,OUT046,1997,Small,Tier 1,Supermarket Type1,2473.0176156169255
3194,FDK22,9.8,Low_Fat,0.026127057,Snack Foods,216.385,OUT049,1999,Medium,Tier 1,Supermarket Type1,3602.6623326083527
3199,FDY27,6.38,Low_Fat,0.031892144,Dairy,177.7344,OUT035,2004,Small,Tier 2,Supermarket Type1,2914.2968528155516
3200,FDB39,12.35,Low_Fat,0.03833243,Dairy,54.3272,OUT027,1985,Medium,Tier 3,Supermarket Type3,2234.747149908655
3202,FDZ57,10.0,Regular,0.0,Snack Foods,129.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2213.020111975243
3203,FDO21,11.6,Regular,0.0097782,Snack Foods,225.1404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3744.572549393789
3204,FDS43,11.65,Low_Fat,0.0,Fruits and Vegetables,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2804.4521761846554
3209,FDB60,12.35,Low_Fat,0.049938496,Baking Goods,195.6136,OUT019,1985,Small,Tier 1,Grocery Store,1244.3949749947678
3210,NCQ30,7.725,Low_Fat,0.029072283,Household,120.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,1909.3080794491252
3211,FDD26,8.71,Regular,0.072267645,Canned,184.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3115.933351234258
3213,DRH23,14.65,Low_Fat,0.170318251,Hard Drinks,56.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,771.6512179929186
3214,FDO44,12.6,Low_Fat,0.087453208,Fruits and Vegetables,110.0228,OUT046,1997,Small,Tier 1,Supermarket Type1,1793.2807718174026
3215,FDG04,13.1,Low_Fat,0.006062712,Frozen Foods,187.3898,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.3861394622145
3216,FDM32,12.35,Low_Fat,0.020505252,Fruits and Vegetables,91.483,OUT027,1985,Medium,Tier 3,Supermarket Type3,2974.5390159752487
3217,FDM09,11.15,Regular,0.085860034,Snack Foods,169.479,OUT013,1987,High,Tier 3,Supermarket Type1,2724.9567208048784
3218,FDZ47,20.7,Regular,0.079230482,Baking Goods,98.8042,OUT013,1987,High,Tier 3,Supermarket Type1,1533.7133327923257
3219,FDM40,12.35,Low_Fat,0.159162446,Frozen Foods,143.1154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3680.6632535778454
3224,FDN51,17.85,Regular,0.020979394,Meat,259.7936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4298.4837856093245
3225,FDM57,11.65,Regular,0.075967092,Snack Foods,84.4908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1450.9949129594088
3226,FDB35,12.3,Regular,0.064719441,Starchy Foods,93.6804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1551.1104202952374
3227,FDY13,12.35,Low_Fat,0.029981513,Canned,77.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2721.149019700053
3230,FDD59,10.5,Regular,0.06645039900000001,Starchy Foods,80.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.2230545189568
3231,FDX10,12.35,Regular,0.216601163,Snack Foods,36.7874,OUT019,1985,Small,Tier 1,Grocery Store,-1379.9129014090704
3232,FDC03,8.575,Regular,0.072139167,Dairy,195.5794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2793.8736682112267
3233,FDW43,20.1,Regular,0.022420996,Fruits and Vegetables,226.2036,OUT035,2004,Small,Tier 2,Supermarket Type1,3754.066253792369
3234,FDW10,21.2,Low_Fat,0.070676281,Snack Foods,176.33700000000005,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.028691324059
3235,FDY14,12.35,Low_Fat,0.069701022,Dairy,262.9226,OUT027,1985,Medium,Tier 3,Supermarket Type3,5585.732920265989
3237,FDO40,17.1,Low_Fat,0.032600958,Frozen Foods,150.4392,OUT013,1987,High,Tier 3,Supermarket Type1,2380.4387218623633
3238,FDP46,12.35,Low_Fat,0.074254285,Snack Foods,91.083,OUT027,1985,Medium,Tier 3,Supermarket Type3,2890.490152060491
3239,NCE43,12.35,Low_Fat,0.181114059,Household,168.8448,OUT019,1985,Small,Tier 1,Grocery Store,714.393952407132
3240,FDD05,19.35,Low_Fat,0.016608334,Frozen Foods,120.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.6049810618479
3242,DRE27,11.85,Low_Fat,0.133211023,Dairy,95.8726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1136.9304342341902
3243,FDO11,8.0,Regular,0.030259174,Breads,250.6092,OUT035,2004,Small,Tier 2,Supermarket Type1,4178.030114168494
3244,DRG11,12.35,Low_Fat,0.083432299,Hard Drinks,107.4596,OUT027,1985,Medium,Tier 3,Supermarket Type3,3099.263993729899
3247,FDJ02,12.35,Regular,0.02504491,Canned,146.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3829.373582733744
3249,NCL30,18.1,Low_Fat,0.048899701,Household,126.3336,OUT013,1987,High,Tier 3,Supermarket Type1,1952.1671251615371
3250,FDZ19,6.425,Low_Fat,0.093835595,Fruits and Vegetables,174.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,2583.5104620963784
3251,FDM45,8.655,Regular,0.088331849,Snack Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,2051.327888456787
3252,FDO36,19.7,Low_Fat,0.0,Baking Goods,178.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2837.831973464903
3255,FDP24,20.6,Low_Fat,0.083342202,Baking Goods,120.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1575.7024960746548
3256,FDF46,7.07,Low_Fat,0.093593225,Snack Foods,115.1834,OUT013,1987,High,Tier 3,Supermarket Type1,1866.229342674239
3257,FDX46,12.35,Regular,0.101754942,Snack Foods,58.5562,OUT019,1985,Small,Tier 1,Grocery Store,-984.4957949068812
3259,FDJ26,15.3,Regular,0.08469465300000001,Canned,212.7218,OUT013,1987,High,Tier 3,Supermarket Type1,3423.5736814570864
3261,FDY15,18.25,Regular,0.170685888,Dairy,155.16299999999995,OUT013,1987,High,Tier 3,Supermarket Type1,2340.4284170794626
3264,FDZ14,12.35,Regular,0.083321663,Dairy,121.4756,OUT019,1985,Small,Tier 1,Grocery Store,-39.97143147540919
3265,FDP31,21.1,Regular,0.161756055,Fruits and Vegetables,65.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.5462758412468
3266,FDH45,15.1,Regular,0.1055789,Fruits and Vegetables,42.4796,OUT013,1987,High,Tier 3,Supermarket Type1,702.1551784572639
3268,FDW31,11.35,Regular,0.043149943,Fruits and Vegetables,198.5742,OUT035,2004,Small,Tier 2,Supermarket Type1,3354.620271547379
3269,FDA57,18.85,Low_Fat,0.039643601,Snack Foods,41.448,OUT046,1997,Small,Tier 1,Supermarket Type1,610.7733950490629
3270,NCE55,8.92,Low_Fat,0.129903926,Household,176.637,OUT035,2004,Small,Tier 2,Supermarket Type1,2877.016356925824
3271,FDC17,12.35,Low_Fat,0.027069736,Frozen Foods,212.3928,OUT019,1985,Small,Tier 1,Grocery Store,1503.2610153653122
3272,FDC59,16.7,Regular,0.054583442,Starchy Foods,64.6168,OUT013,1987,High,Tier 3,Supermarket Type1,963.7373050840142
3273,FDA22,7.435,Low_Fat,0.08438208400000001,Starchy Foods,167.9158,OUT013,1987,High,Tier 3,Supermarket Type1,2669.345171824889
3274,FDK52,18.25,Low_Fat,0.079203863,Frozen Foods,224.9062,OUT035,2004,Small,Tier 2,Supermarket Type1,3644.3893902430045
3275,NCM26,20.5,Low_Fat,0.023143199,Others,152.934,OUT046,1997,Small,Tier 1,Supermarket Type1,2350.6079085010024
3276,NCT53,5.4,Low_Fat,0.048107159,Health and Hygiene,166.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2839.3057337945484
3277,FDW45,18.0,Low_Fat,0.039169904,Snack Foods,149.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2069.6166751052497
3278,NCI18,18.35,Low_Fat,0.014021376,Household,222.5746,OUT035,2004,Small,Tier 2,Supermarket Type1,3604.2647754099544
3279,FDE38,6.52,Low_Fat,0.044788872,Canned,164.0842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2407.466648485418
3280,FDF08,12.35,Regular,0.114170018,Fruits and Vegetables,89.1856,OUT019,1985,Small,Tier 1,Grocery Store,-438.6719136144093
3282,FDF58,12.35,Low_Fat,0.016775365,Snack Foods,63.451,OUT019,1985,Small,Tier 1,Grocery Store,-878.2303275696468
3284,FDB44,6.655,Low_Fat,0.016985198,Fruits and Vegetables,211.0586,OUT049,1999,Medium,Tier 1,Supermarket Type1,3596.545800328442
3285,FDF28,15.7,Regular,0.037833211,Frozen Foods,126.1046,OUT013,1987,High,Tier 3,Supermarket Type1,2000.2584983323286
3286,FDE39,7.89,Low_Fat,0.036104434,Dairy,117.1782,OUT013,1987,High,Tier 3,Supermarket Type1,1838.5336516660218
3287,FDT37,14.15,Low_Fat,0.035413843,Canned,253.0014,OUT018,2009,Medium,Tier 3,Supermarket Type2,3797.561517400328
3289,FDO40,17.1,Low_Fat,0.032621941,Frozen Foods,150.9392,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.9691135112935
3290,FDM57,12.35,Regular,0.07548186400000001,Snack Foods,85.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2803.7799774977975
3293,DRL60,12.35,Low_Fat,0.026928324,Soft Drinks,151.6682,OUT027,1985,Medium,Tier 3,Supermarket Type3,3838.4380955238976
3294,FDS25,12.35,Regular,0.245136905,Canned,110.8228,OUT019,1985,Small,Tier 1,Grocery Store,-170.70062081633114
3295,DRF49,12.35,Low_Fat,0.070733741,Soft Drinks,112.0518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3182.7615201663684
3297,FDS60,20.85,Low_Fat,0.032498972,Baking Goods,181.266,OUT049,1999,Medium,Tier 1,Supermarket Type1,2970.3801597695547
3298,FDU15,12.35,Regular,0.026473267,Meat,37.9532,OUT027,1985,Medium,Tier 3,Supermarket Type3,2096.062992731
3299,FDK43,9.8,Low_Fat,0.026840766,Meat,126.902,OUT046,1997,Small,Tier 1,Supermarket Type1,2087.508833469953
3300,FDN25,7.895,Regular,0.061175535,Breakfast,58.6588,OUT046,1997,Small,Tier 1,Supermarket Type1,1111.0100106049376
3301,FDE53,10.895,Low_Fat,0.026921951,Frozen Foods,104.928,OUT049,1999,Medium,Tier 1,Supermarket Type1,1782.730610289189
3302,FDB22,8.02,Low_Fat,0.111347923,Snack Foods,155.6998,OUT013,1987,High,Tier 3,Supermarket Type1,2506.726066143471
3304,FDX35,5.035,Regular,0.079895432,Breads,227.0036,OUT035,2004,Small,Tier 2,Supermarket Type1,3796.5455345391056
3305,NCG54,12.1,Low_Fat,0.079930344,Household,169.7106,OUT049,1999,Medium,Tier 1,Supermarket Type1,2772.106139315587
3306,FDH27,7.075,Low_Fat,0.058335905999999986,Dairy,145.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,2385.108157618507
3307,NCK42,7.475,Low_Fat,0.01310911,Household,215.4192,OUT013,1987,High,Tier 3,Supermarket Type1,3467.936530581117
3308,FDS25,6.885,Regular,0.14022623,Canned,108.8228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.4554897413745
3309,FDI10,8.51,Regular,0.078723713,Snack Foods,172.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2495.733389418863
3310,FDU35,6.44,Low_Fat,0.079200387,Breads,100.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1742.5332526943712
3312,DRK23,8.395,Low_Fat,0.07196303700000001,Hard Drinks,251.804,OUT035,2004,Small,Tier 2,Supermarket Type1,4105.880527583146
3313,FDB53,12.35,Low_Fat,0.244163174,Frozen Foods,148.1392,OUT019,1985,Small,Tier 1,Grocery Store,383.3042771057153
3314,FDY02,8.945,Regular,0.08778219300000001,Dairy,261.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4244.648120616958
3315,FDM60,10.8,Regular,0.048134189,Baking Goods,40.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,752.3393306824983
3318,NCQ30,7.725,Low_Fat,0.029190711,Household,122.4414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1665.0504332004684
3320,FDU01,20.25,Regular,0.011985289,Canned,184.7924,OUT013,1987,High,Tier 3,Supermarket Type1,2970.8443462573578
3321,FDR39,20.35,Low_Fat,0.083783437,Meat,180.7292,OUT035,2004,Small,Tier 2,Supermarket Type1,2971.4066659640675
3322,FDO08,11.1,Regular,0.053775381,Fruits and Vegetables,165.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,2719.6320032024523
3324,NCZ29,15.0,Low_Fat,0.071357962,Health and Hygiene,127.4362,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.5831806823244
3327,NCU53,5.485,Low_Fat,0.042925965,Health and Hygiene,164.5842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2427.7336731848545
3328,NCW30,5.21,Low_Fat,0.011000735,Household,258.0962,OUT013,1987,High,Tier 3,Supermarket Type1,4170.8096686866975
3329,NCM26,12.35,Low_Fat,0.023031127,Others,154.534,OUT027,1985,Medium,Tier 3,Supermarket Type3,3879.4971683413614
3330,FDV50,12.35,Low_Fat,0.121977653,Dairy,122.573,OUT027,1985,Medium,Tier 3,Supermarket Type3,3302.684849542061
3331,FDW15,15.35,Regular,0.055199283,Meat,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2473.6501882840557
3332,FDI35,12.35,Low_Fat,0.041091215,Starchy Foods,182.6634,OUT027,1985,Medium,Tier 3,Supermarket Type3,4331.4647892441835
3334,FDN48,13.35,Low_Fat,0.06495073,Baking Goods,92.5804,OUT046,1997,Small,Tier 1,Supermarket Type1,1463.9778630565124
3335,NCA17,20.6,Low_Fat,0.045488814,Health and Hygiene,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,2488.881547217101
3336,NCN54,20.35,Low_Fat,0.021308724,Household,79.2328,OUT013,1987,High,Tier 3,Supermarket Type1,1189.5564144182554
3337,FDP22,14.65,Regular,0.099049679,Snack Foods,49.7666,OUT013,1987,High,Tier 3,Supermarket Type1,768.1480571523398
3338,NCB54,8.76,Low_Fat,0.050043246,Health and Hygiene,126.2336,OUT035,2004,Small,Tier 2,Supermarket Type1,2170.978832923909
3341,FDG41,12.35,Regular,0.076191354,Frozen Foods,110.3228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3189.605326214524
3342,FDE44,12.35,Low_Fat,0.17055809600000002,Fruits and Vegetables,48.7692,OUT027,1985,Medium,Tier 3,Supermarket Type3,2227.8067739410717
3343,FDE26,9.3,Low_Fat,0.088988939,Canned,144.0786,OUT035,2004,Small,Tier 2,Supermarket Type1,2435.189234083353
3344,NCS38,8.6,Low_Fat,0.0,Household,113.1176,OUT013,1987,High,Tier 3,Supermarket Type1,1816.681999331524
3345,NCJ54,9.895,Low_Fat,0.0,Household,230.4642,OUT018,2009,Medium,Tier 3,Supermarket Type2,3404.567239915007
3346,FDI40,12.35,Regular,0.219914554,Frozen Foods,98.8358,OUT019,1985,Small,Tier 1,Grocery Store,-396.67792115823795
3347,FDN45,19.35,Low_Fat,0.11858387,Snack Foods,224.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2,3245.6678111342826
3348,FDU43,19.35,Regular,0.05804337900000001,Fruits and Vegetables,239.8564,OUT046,1997,Small,Tier 1,Supermarket Type1,3861.7858831833655
3350,NCC07,19.6,Low_Fat,0.024048716,Household,104.9964,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.4434617490342
3351,NCC07,12.35,Low_Fat,0.04193537,Household,104.5964,OUT019,1985,Small,Tier 1,Grocery Store,-267.60364870488775
3353,FDU55,16.2,Low_Fat,0.035904485,Fruits and Vegetables,258.6278,OUT035,2004,Small,Tier 2,Supermarket Type1,4290.160981098885
3354,FDX59,10.195,Low_Fat,0.051651503,Breads,35.2558,OUT035,2004,Small,Tier 2,Supermarket Type1,678.5745963043591
3355,FDR52,12.65,Regular,0.076162818,Frozen Foods,190.7846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.616942891338
3356,NCP17,19.35,Low_Fat,0.027691308,Health and Hygiene,63.3168,OUT013,1987,High,Tier 3,Supermarket Type1,1011.3614904068963
3358,NCT17,10.8,Low_Fat,0.041930938,Health and Hygiene,188.0214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3164.7686092040567
3359,FDO10,13.65,Regular,0.0,Snack Foods,57.7588,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.0498621044999
3360,FDE32,20.7,Low_Fat,0.048834717,Fruits and Vegetables,36.5506,OUT049,1999,Medium,Tier 1,Supermarket Type1,683.9393457801943
3362,FDH02,7.27,Regular,0.020777214,Canned,88.8488,OUT035,2004,Small,Tier 2,Supermarket Type1,1589.2074243917978
3363,FDK60,16.5,Regular,0.093786169,Baking Goods,98.9068,OUT013,1987,High,Tier 3,Supermarket Type1,1555.6723558167832
3364,FDS24,12.35,Regular,0.108947031,Baking Goods,86.5514,OUT019,1985,Small,Tier 1,Grocery Store,-531.281674551492
3366,FDB46,12.35,Regular,0.093309811,Snack Foods,212.6244,OUT027,1985,Medium,Tier 3,Supermarket Type3,4848.23237667566
3367,FDO48,15.0,Regular,0.026882496,Baking Goods,222.6456,OUT049,1999,Medium,Tier 1,Supermarket Type1,3681.3717002298745
3368,FDZ39,19.7,Regular,0.018052793,Meat,103.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,1766.6850268003736
3369,FDT02,12.35,Low_Fat,0.0,Dairy,35.1874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1940.9959463786672
3370,FDC50,15.85,Low_Fat,0.136384322,Canned,94.8094,OUT013,1987,High,Tier 3,Supermarket Type1,1493.566200656478
3371,FDP39,12.65,Low_Fat,0.06941183599999999,Meat,51.5324,OUT035,2004,Small,Tier 2,Supermarket Type1,941.5171907201284
3372,DRG15,6.13,Low_Fat,0.077048493,Dairy,60.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,616.4901203807276
3373,FDP10,19.0,Low_Fat,0.12861192400000002,Snack Foods,104.1622,OUT018,2009,Medium,Tier 3,Supermarket Type2,1305.2462254237644
3374,FDF53,12.35,Regular,0.08320169599999999,Frozen Foods,181.8318,OUT027,1985,Medium,Tier 3,Supermarket Type3,4339.811951618333
3378,FDJ10,12.35,Regular,0.226744199,Snack Foods,140.2838,OUT019,1985,Small,Tier 1,Grocery Store,284.8052844858357
3379,FDE53,10.895,Low_Fat,0.026875077,Frozen Foods,107.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1809.5451451329773
3380,FDR25,17.0,Regular,0.139495548,Canned,266.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,4348.820675180234
3381,FDW50,13.1,Low_Fat,0.075578048,Dairy,165.7158,OUT046,1997,Small,Tier 1,Supermarket Type1,2558.8709187113045
3382,FDS09,8.895,Regular,0.081214552,Snack Foods,51.4008,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.4773311308973
3384,FDU51,20.2,Regular,0.096513676,Meat,178.7028,OUT046,1997,Small,Tier 1,Supermarket Type1,2837.027312010675
3385,FDF28,15.7,Regular,0.038018966,Frozen Foods,126.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704.1229605424005
3386,NCY30,20.25,Low_Fat,0.02605898,Household,179.6976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2512.03785260326
3389,NCF30,17.0,Low_Fat,0.126139002,Household,125.9362,OUT013,1987,High,Tier 3,Supermarket Type1,1922.6620168616755
3390,FDZ50,12.35,Regular,0.138452448,Dairy,185.4608,OUT019,1985,Small,Tier 1,Grocery Store,970.3087334115135
3391,FDW37,19.2,Low_Fat,0.0,Canned,89.2488,OUT013,1987,High,Tier 3,Supermarket Type1,1436.005681367209
3392,FDD11,12.85,Low_Fat,0.030664334,Starchy Foods,254.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4146.655907183031
3393,DRH39,20.7,Low_Fat,0.093067785,Dairy,75.567,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.4294850166034
3394,FDA36,5.985,Low_Fat,0.005675194000000001,Baking Goods,184.1924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3119.7436250334704
3395,NCG43,20.2,Low_Fat,0.07435487,Household,92.4462,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.52862410942
3396,FDF02,16.2,Low_Fat,0.103453599,Canned,103.699,OUT035,2004,Small,Tier 2,Supermarket Type1,1735.9504050009673
3397,FDP57,12.35,Low_Fat,0.052190155,Snack Foods,101.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,3073.412185704745
3399,NCR38,12.35,Low_Fat,0.112968748,Household,252.8724,OUT027,1985,Medium,Tier 3,Supermarket Type3,5440.980770138462
3400,FDP03,12.35,Regular,0.10711317,Meat,125.1388,OUT019,1985,Small,Tier 1,Grocery Store,125.06333116511814
3401,FDO51,6.785,Regular,0.041974545,Meat,42.3112,OUT035,2004,Small,Tier 2,Supermarket Type1,845.2233654700458
3402,NCQ42,20.35,Low_Fat,0.039268205,Household,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,1961.6387382576395
